Id,SalePrice
1461,187660.52162122307
1462,243365.63286866876
1463,250581.35172923608
1464,273510.00135842082
1465,267823.76570326812
1466,254652.2984331979
1467,267473.76326901768
1468,245943.61627713614
1469,282673.83510416164
1470,192696.85371792549
1471,276218.09001924191
1472,185822.49343650765
1473,167885.95072336844
1474,220326.38081368315
1475,180262.25242021563
1476,433859.38566877414
1477,326952.0911541211
1478,384661.36601151945
1479,369865.96215154789
1480,511869.94894826855
1481,374480.54883723357
1482,296950.76947685075
1483,266680.65359672951
1484,251767.59203994041
1485,287089.05633715051
1486,294817.65307783382
1487,359992.20394645096
1488,324034.80186985829
1489,272689.07071950543
1490,318479.22684592032
1491,298519.50310815289
1492,172669.75549921719
1493,274835.04524613824
1494,370481.60756508005
1495,349937.88423662656
1496,314296.53613569099
1497,251786.51670785807
1498,257917.25689772354
1499,248146.47097367235
1500,244148.80955932033
1501,291414.16967023001
1502,235160.3901735174
1503,355457.25280618668
1504,322706.74334373209
1505,307334.95263922052
1506,273722.06516841822
1507,327610.61669898592
1508,283103.5000983933
1509,235426.67963671754
1510,217200.77643386484
1511,235599.1052511395
1512,263288.51106191264
1513,240252.56663854024
1514,229675.33197019272
1515,295882.33912016614
1516,260486.65813847352
1517,249507.19782308256
1518,196705.94059799821
1519,307834.28427920933
1520,206773.05102161877
1521,203603.91884469753
1522,276165.06468727323
1523,174495.28102703928
1524,207134.28330247919
1525,183453.96170419478
1526,170811.1988603822
1527,170830.71410898655
1528,231264.08773522708
1529,222127.66777295223
1530,287527.47520254296
1531,228468.41905140551
1532,191350.71770461788
1533,250020.97740433388
1534,232682.34799917275
1535,244893.97365903039
1536,191323.61686997931
1537,127948.70529729733
1538,240383.17430761899
1539,306007.19793284731
1540,203806.41842051712
1541,222625.83131717239
1542,222068.53457485256
1543,266960.06972930417
1544,173984.13133414625
1545,188927.30122656072
1546,222906.37066345359
1547,233305.57280630246
1548,212863.89116425742
1549,196257.84760768735
1550,214925.66901441803
1551,213902.92037123046
1552,217672.16199055151
1553,243249.8661268584
1554,196220.44478477514
1555,249353.81493367977
1556,168499.30320616066
1557,197570.88984720991
1558,194470.86245813267
1559,149518.43769631954
1560,227026.43407730642
1561,225806.18433780572
1562,217364.022071457
1563,201886.03484036378
1564,243315.15490650875
1565,216759.59373476892
1566,318618.39671410969
1567,162757.54896520264
1568,314208.04174923245
1569,216525.24422839074
1570,217886.90832305676
1571,175527.80342562753
1572,222819.86306141387
1573,326525.88072810229
1574,198272.05966253229
1575,324731.26401220029
1576,335771.60364146833
1577,272861.9032471024
1578,238316.00330563704
1579,211141.88050167728
1580,271318.96530865063
1581,234651.43310839497
1582,208753.90604189294
1583,370525.5326351102
1584,307862.54491018853
1585,242304.1957441878
1586,131562.18136207177
1587,180008.52070732182
1588,229163.25130200642
1589,193372.96451353002
1590,219001.79381320789
1591,152949.11753297737
1592,223901.48730125767
1593,213996.8778717306
1594,218233.45017765719
1595,193888.69815717102
1596,297141.28440876934
1597,249062.55259154062
1598,276471.94354672218
1599,268940.30802897946
1600,261074.07847111742
1601,124927.16584827681
1602,198611.22680815752
1603,134614.10753035825
1604,343466.2522123931
1605,329371.59104910493
1606,246801.27671781322
1607,239902.51924838428
1608,312167.67337041558
1609,276857.99839010835
1610,238358.23811925761
1611,213304.39764142851
1612,264679.40894713788
1613,242744.40031559882
1614,213294.97716672393
1615,160189.7391222103
1616,133225.02655474888
1617,143132.35760031058
1618,190659.22888925928
1619,238421.61179204844
1620,232837.30673974031
1621,215574.84936311026
1622,237864.90730863065
1623,339816.28934926749
1624,305401.41842480958
1625,196747.95695630438
1626,265837.73742228071
1627,268749.65967913601
1628,364133.64326254814
1629,252519.1775009206
1630,391732.9286463391
1631,293372.1472541641
1632,305367.47580260178
1633,267013.76186517882
1634,269233.76138064614
1635,268602.18841510103
1636,233479.96931775636
1637,272350.00737631903
1638,281674.20754065504
1639,261173.86125240335
1640,343102.40532104042
1641,263969.12564217579
1642,338193.85397887276
1643,301543.75798652787
1644,309970.10196487536
1645,317102.39279071405
1646,247019.38799088285
1647,239673.91044910788
1648,212779.70938896644
1649,221138.96978990617
1650,184019.8001492531
1651,190388.62882544403
1652,184883.91050440655
1653,183617.8777540687
1654,223979.95561997709
1655,218587.37424924294
1656,211786.26142931008
1657,224914.84603655222
1658,226972.80254859105
1659,185879.62379457848
1660,223444.70293907844
1661,500424.1184618955
1662,416792.61713009118
1663,449414.50938364607
1664,517440.42783011543
1665,400834.60675111995
1666,387715.38810417894
1667,418015.59056616295
1668,431138.2952199229
1669,391604.62076342874
1670,424103.4303102002
1671,347455.6906460973
1672,464010.96975582256
1673,376222.98950457643
1674,333967.40169841726
1675,291838.83792342478
1676,291054.16502717114
1677,302330.32296601986
1678,504188.70668497356
1679,430952.00007942063
1680,393632.60771170538
1681,353127.19940478471
1682,377913.33899743319
1683,271329.617637255
1684,276723.69649179885
1685,279540.87725833547
1686,258213.4506886797
1687,273290.16352427565
1688,292073.59455462894
1689,296414.95511539513
1690,298674.92698626523
1691,285106.30377586582
1692,347153.12098294008
1693,272802.56172845024
1694,258619.42450247519
1695,245105.15367519506
1696,347955.35689348564
1697,247855.40157270408
1698,397522.94081398612
1699,399050.78635517205
1700,325880.06230877084
1701,349081.16106613004
1702,337920.64757162426
1703,330738.98044182477
1704,366569.46786359348
1705,349955.67142358958
1706,461233.92475655698
1707,296189.73987522651
1708,287703.20697246445
1709,356925.61611198355
1710,313394.18955148268
1711,359486.8254185624
1712,333445.99320427328
1713,355783.94633766846
1714,302411.61746183527
1715,291328.97577418457
1716,271836.8038224841
1717,273362.59733173228
1718,221401.16378632211
1719,310584.64689505007
1720,341032.95705262548
1721,264569.51409257622
1722,212345.01643610001
1723,245532.59092651098
1724,294732.5948876224
1725,313546.64943248197
1726,280345.66239574878
1727,237304.08138809376
1728,281420.90569422836
1729,243516.74405840854
1730,241548.10060294229
1731,211590.16293904767
1732,206890.57909466163
1733,185968.81748728291
1734,193740.07536704326
1735,227452.61447555223
1736,182476.34755638358
1737,373819.47158770706
1738,314627.6677990777
1739,342262.11485233274
1740,300371.32305512764
1741,285998.9398317358
1742,263875.23648268078
1743,268640.84218502371
1744,410639.12868761155
1745,312188.01120636123
1746,287940.53787676711
1747,297716.91445869044
1748,304312.01114546345
1749,245315.35138289072
1750,216597.40997948404
1751,337124.56849461421
1752,189389.55609773169
1753,235365.97461296851
1754,282876.33584351535
1755,264046.49275471061
1756,214096.99916631519
1757,192656.63016476366
1758,225646.38646793459
1759,240679.29173749336
1760,245407.17528736428
1761,250429.1826137607
1762,249964.36351114558
1763,268247.19768955838
1764,179824.17236024654
1765,268099.74969826522
1766,269102.9357332706
1767,311207.35336145014
1768,227380.10149690043
1769,249207.46245098137
1770,251444.5825689903
1771,183009.19180103391
1772,219453.36751437862
1773,193677.28597792401
1774,229231.97375715361
1775,217775.06181851239
1776,209943.84459931799
1777,199576.99608117575
1778,228678.94033822464
1779,209364.20229873154
1780,262421.36770898779
1781,198551.99126517144
1782,147464.56388719683
1783,219906.80089943414
1784,193415.98221721896
1785,212013.16884214268
1786,186557.35350750643
1787,260149.04371137195
1788,167270.18003741698
1789,184983.58304749243
1790,127130.9532163546
1791,286733.93399338122
1792,240071.26346521848
1793,224305.48137955111
1794,259416.86297626188
1795,222771.18401041254
1796,225599.1527515098
1797,218575.09705614718
1798,191636.42602849542
1799,178310.35653333319
1800,209795.65946601378
1801,196923.86549978377
1802,210606.83739641518
1803,239195.75570079149
1804,226863.00700356392
1805,227347.58014678466
1806,225427.64362319373
1807,245163.61941605108
1808,221720.86589371553
1809,212905.15434101713
1810,227756.27215074771
1811,211620.13661966496
1812,192161.67025513668
1813,204910.242060686
1814,175970.67333212937
1815,115051.72011871519
1816,200972.93341989024
1817,207718.76085767569
1818,273825.22447099863
1819,216808.76157563389
1820,141033.42504785303
1821,213021.04684211058
1822,237957.23208660702
1823,123554.06744576036
1824,227022.84858583868
1825,214653.27605547314
1826,180110.2697305188
1827,159045.53646502458
1828,221544.23393222014
1829,224547.09036552999
1830,238948.24792762892
1831,228986.94599169842
1832,154267.18601727532
1833,224543.24802801502
1834,205412.75527945114
1835,199436.42611825839
1836,209300.73256830522
1837,177976.72465480538
1838,187465.66619699658
1839,202851.29313003528
1840,226226.40898636542
1841,204902.0296876824
1842,171561.83676612098
1843,197424.62848741608
1844,222629.69623266254
1845,208616.60689290962
1846,237215.77288941364
1847,239665.87700612517
1848,116489.77711512335
1849,200335.62760233576
1850,192437.43705631956
1851,232032.21301138401
1852,209399.78459461941
1853,214537.41066870745
1854,264462.12796782353
1855,238623.0788923346
1856,312537.82728116657
1857,227850.869236144
1858,218875.21021948475
1859,186017.81026556762
1860,238202.09710827586
1861,185823.42895509559
1862,360498.90581887751
1863,359786.17066620034
1864,359798.72225471004
1865,430397.91882617585
1866,423058.25750427786
1867,314086.68150533573
1868,381463.29117456614
1869,303634.39461610955
1870,319819.93862026301
1871,337960.31150186132
1872,278714.2614050759
1873,309873.88608408836
1874,213770.05151495757
1875,269094.31505586347
1876,268831.43900518678
1877,292501.52632883773
1878,288710.43622767134
1879,198085.55846052291
1880,208728.47461958486
1881,325661.33818256832
1882,337034.51268232008
1883,271520.29505797708
1884,283799.91905200342
1885,327688.8123605398
1886,359010.11107919668
1887,310003.06628111284
1888,354636.3257306281
1889,262871.38766047452
1890,180662.26728510973
1891,212651.45992209762
1892,168252.28671718948
1893,205765.14964563423
1894,189355.84207152063
1895,211285.66444345121
1896,203038.7849533048
1897,188940.9487558254
1898,202007.02197698341
1899,238083.30761818751
1900,227721.1909846894
1901,231244.53559570061
1902,203465.77485382487
1903,280654.28054732434
1904,209323.44103087205
1905,277743.14484995836
1906,223720.13691486581
1907,295813.29925576877
1908,187384.96742229373
1909,225640.10355840297
1910,200528.43569920096
1911,274126.43074860517
1912,359211.02475071023
1913,238607.36442125519
1914,136360.09949762723
1915,383130.35534588061
1916,109018.93730935128
1917,336620.17660536733
1918,223864.09630620643
1919,264567.15102964197
1920,246014.54413957498
1921,454696.75700789341
1922,405207.00811308739
1923,315704.56112603447
1924,312660.20789980004
1925,301017.22519389633
1926,452661.48673894769
1927,216439.72275335318
1928,246606.47006352758
1929,205175.90524775558
1930,210894.29995817994
1931,233007.34801528859
1932,224980.44809648977
1933,252758.11808377574
1934,253247.7294526496
1935,253345.03515151353
1936,268258.44355605147
1937,258499.08232896356
1938,264121.45115185878
1939,312683.18075456913
1940,267647.42768063419
1941,249110.4817804175
1942,275558.19265100989
1943,288665.91379652452
1944,404108.1109956631
1945,428357.89140102779
1946,209177.64641425526
1947,359585.68374964106
1948,242989.12928660866
1949,346322.4948823608
1950,285010.99354933971
1951,352561.45539216022
1952,315996.50096305856
1953,285124.65483409003
1954,276081.1304277461
1955,212250.92892623227
1956,397416.92025956814
1957,236952.26480794675
1958,371636.44758407283
1959,219334.91057690256
1960,186750.0102882348
1961,204221.66310002422
1962,176709.14121545083
1963,192947.65358417295
1964,177384.41919349064
1965,214637.81827884424
1966,214558.71733244183
1967,367619.77674704744
1968,461276.25809605978
1969,448433.62743460527
1970,436311.65529316757
1971,504733.4654891314
1972,437756.18946326128
1973,387661.76838839636
1974,404667.24190917029
1975,649834.65507636755
1976,361980.65829959209
1977,431873.1969564883
1978,397248.77750054444
1979,399667.31838670955
1980,288228.74491503765
1981,420280.86203092826
1982,298462.01637706137
1983,283920.38056917139
1984,267990.4554904229
1985,307654.44062606781
1986,298959.55722110369
1987,276049.14404124417
1988,276632.04306008108
1989,295919.25785688893
1990,312746.43518001097
1991,307958.46353704575
1992,324539.51048525213
1993,270507.8526132619
1994,313099.33408918651
1995,267886.47648524889
1996,370901.68548504799
1997,381260.59576802654
1998,385655.97727323114
1999,354556.96493610018
2000,381092.25358494068
2001,382775.48183628358
2002,330963.85121224192
2003,350834.86538171908
2004,380352.63328535575
2005,319388.32938955724
2006,297617.2581635695
2007,344942.84543823311
2008,316729.79610552639
2009,290705.84238572908
2010,298917.72251606593
2011,233504.28596142074
2012,273229.66398446681
2013,266035.50236597331
2014,281171.78694243822
2015,289067.48504921049
2016,281712.37060473626
2017,295155.63981358265
2018,186479.2873901797
2019,220971.41352694458
2020,178357.81919064745
2021,169011.06385205593
2022,269977.03181716963
2023,233662.14019522676
2024,368672.1905582475
2025,426988.7764771576
2026,260949.12429055083
2027,247110.93004712695
2028,239337.23034958262
2029,254839.04297491
2030,357800.38571807672
2031,325532.63832529937
2032,336270.72162510501
2033,339853.66226171888
2034,261668.99974727468
2035,296861.00464922306
2036,305259.50735365297
2037,310815.70653294493
2038,405626.1562050099
2039,301107.2833590745
2040,411788.65815881686
2041,393830.64754453441
2042,285994.40063643991
2043,256903.52133823582
2044,257485.14306168957
2045,280080.27035336266
2046,215910.80539532262
2047,218637.61610651249
2048,234536.87095296779
2049,213368.56210263958
2050,261849.12153249118
2051,198174.88262020587
2052,199842.40856357384
2053,226556.9080747359
2054,165314.23136238242
2055,257262.35969846626
2056,238524.25830134493
2057,185517.79604951176
2058,304392.761027931
2059,209174.49993114802
2060,266088.86459122691
2061,267745.44249116932
2062,194920.03799046273
2063,199245.18693806091
2064,211734.03578054928
2065,210025.50730036478
2066,257732.0966947109
2067,192605.942690589
2068,216831.31239213934
2069,168025.42267546454
2070,190332.71855885163
2071,166835.13017492625
2072,230042.68580247764
2073,216885.55256777792
2074,257438.56530579692
2075,226873.42193856672
2076,202608.99808709323
2077,232068.30959524633
2078,193794.06699285097
2079,228016.33709362498
2080,203462.22848319565
2081,202292.77166321687
2082,203530.19723698613
2083,231237.22036131541
2084,175846.65622987947
2085,188238.42040232127
2086,196876.18559818342
2087,210109.16815205361
2088,185861.95409781975
2089,161734.22421649541
2090,220125.51029933942
2091,165030.27034243639
2092,226177.52941384492
2093,261410.47505175369
2094,215168.30801520566
2095,220732.17078508134
2096,176068.19894921989
2097,189355.26294065244
2098,233361.48194208834
2099,107842.99456831254
2100,132845.43903629202
2101,205692.78301303345
2102,226708.4950479907
2103,172476.54896345246
2104,219324.67399419798
2105,236245.5911436805
2106,136301.12894377974
2107,285560.16222497565
2108,212021.49710619985
2109,179694.02819944429
2110,197656.31838564388
2111,240787.41713862889
2112,211020.15941293514
2113,202996.85367475869
2114,209005.09749995056
2115,242623.14878641465
2116,179301.29053011304
2117,217071.17870134162
2118,202399.96890738024
2119,192032.27930913842
2120,211374.5270614035
2121,166507.89585869177
2122,183772.63523549214
2123,161323.46302637225
2124,250661.3446116203
2125,220423.10178726795
2126,231771.10125494376
2127,242416.31567808543
2128,242937.39078817121
2129,161322.90209619491
2130,207113.50829343894
2131,205200.4263061278
2132,203788.41750306496
2133,205126.54734237655
2134,213320.44199401187
2135,192255.9182622307
2136,138813.04556729062
2137,188992.68632397149
2138,235053.25654651318
2139,237740.21659707068
2140,222030.32118819072
2141,248300.49257055228
2142,206898.31078318297
2143,229959.82058890909
2144,187979.16985940607
2145,230019.22924546967
2146,255323.0453059217
2147,223900.32758144662
2148,225047.32731759944
2149,244329.31128656352
2150,305251.32383311843
2151,208043.71899385192
2152,274190.85742478655
2153,272705.38349857228
2154,192697.45632087556
2155,218787.50671317941
2156,350240.88463200885
2157,327167.8303990697
2158,318622.70532166865
2159,317625.77617468336
2160,279720.56130723236
2161,337789.58607639419
2162,439349.92120062513
2163,446331.59572622972
2164,333216.49552010396
2165,277977.39831844158
2166,234809.25407498097
2167,291829.98878910462
2168,268727.35103707504
2169,283645.02228511497
2170,295360.54348747409
2171,240730.91814909526
2172,215731.05254183686
2173,238203.27926858026
2174,306570.28556076973
2175,358873.97394145234
2176,365423.11323596467
2177,313488.36332605779
2178,313014.56713070418
2179,233997.60216299049
2180,277739.375649828
